id,track_title,track_description,bpm,duration,album_title,library_name,composer,genre,additional_genres,apm_release_date
ADD_ADD_0008_07201,Unbroken Focus (60),"Unsettling tension bed with driving bass, lo-fi electronic beat, glitchy synthetic elements and filtered muted guitar picks",140,60,Reality: Decision Time,Addition Music,Ali Memarian,1364,,11/20/2019
ADD_ADD_0011_03201,Win It All (b),"Hyped-up EDM with pumping drums, charged synth bass and party synths",128,94,Energising EDM Beds,Addition Music,Christopher Lee,1121,3397,03/04/2020
ADD_ADD_0013_04201,Anticipation (30),"Mysterious synths, cold percussion, distant synth alarm, cautious piano and hesitant guitar create daunting, suspenseful cue",121,30,Bad Omens,Addition Music,Kyle Johnston,1364,2000;2012,04/15/2020
ADD_ADD_0017_07801,Right Here (sting),Funky drums sting,110,3,Tasking: Urban Pop Beats,Addition Music,Christopher Lee,1288,,05/27/2020
ADD_ADD_0019_03501,Win Her Back (f),"Bustling dramedy cue with offbeat pizzicato strings, building to smooth, graceful violin melody",125,96,Romcom,Addition Music,James Hankins,1222,,07/08/2020
ADD_ADD_0020_00101,Always There (a),Gentle acoustic guitar melody introduces tender strings and soft percussion for this relaxed cue,135,103,Bittersweet Acoustic,Addition Music,James Hankins,1173,1915,07/08/2020
ADD_ADD_0023_06801,Happy Craze (60),"Fun, upbeat party bed: rolling drums meet excited electric guitar, ecstatic synths and fun keys",119,60,Tasking: Happy & Hopeful,Addition Music,Christopher Lee,1286,2010;2012,08/19/2020
ADD_ADD_0026_05001,Morbid (sting),"Lonely, foreboding piano sting",65,13,Scenesetter: Dark & Disturbing Atmospheres,Addition Music,Lorne Balfe,1222,2169,11/11/2020
ADTK_ADTK_0128_00201,Getting Ready for Brunch (30) Full Mix,"Delicate, asymmetrical oompah waltz of pizzicato strings over calm, strummed ukulele opens to a laid-back rock groove with dreamy electric guitar twangs and full drums. : Advertising, Children, Home, Family, Ukulele, Hand Claps, Parents, Lifestyle, Mom. Strings, Quirky, Animals, Pets, Cooking, Fun, Playful",75,30,Ukes And Jukes: Playful and Fun,Ad Attack!,David Grow,1275,1914;2001;2054,06/04/2025
ADTK_ADTK_0174_02601,Hang Loose (60) Full Mix,"Laid-back, romantic Americana pop singalong, with catchy female lead vocal over lighthearted backup vocals and twangy guitar highlights. : Indie, Pop, Advertising, Feel-Good, Vocals, Organic, Folk, Lifestyle, Travel, Adventure, Tourism, Cooking, Kitchen, Family, Automotive, Outdoor, Nature, Camping, Modern",120,61,Feel-Good Indie Pop,Ad Attack!,David Grow,3387,2001;3401,06/04/2025
ADTK_ADTK_0184_03201,Here We Go Again (Full Length) Full Mix,"Dramatic 80s-synth crime-preparation groove, with percussive water droplets and synth motorcycle revs over industrial, pulsing keyboard harmonies. : European, Techno, Rave, Nightlife, Electronic, Advertising, EDM, Dance, Fashion, Night Life, Entertainment, House, Pop, Automotive, Model, New York, LA. Alcohol, Party, Drugs, Youth",124,102,Tech Driver: Fast Lane Techno,Ad Attack!,David Grow,1166,1971;2052;3412,06/04/2025
ADTK_ADTK_0192_05001,The Liquid Spear (30) No Lead Cello,"Contemplative, dramatic etude for dark piano and sad strings. Tender, yearning cello melody over pensive piano counterpoint and subtle layers of warm string harmony. : Modern, Film Score, Orchestral, Piano, Strings, Advertising, Charity, NGO, Documentary, Heartbreak, Tragedy, Uplifting, Community, Finance, Family, Saddness, Minimal, Heartfelt, Fundraising, Parenting, Healthcare, Drama",139,30,Tender Piano & Strings,Ad Attack!,David Grow,1222,2032;2036,06/04/2025
ADTK_ADTK_0192_09601,The Steeple of Yorkshire (30) No Lead Cello,"Pulsing edgy minor-key piano motif repeats over subtly swelling low strings, then resolves major as hopeful strings rise and illuminate. : Modern, Film Score, Orchestral, Piano, Strings, Advertising, Charity, NGO, Documentary, Heartbreak, Tragedy, Uplifting, Community, Finance, Family, Saddness, Minimal, Heartfelt, Tender, Fundraising, Parenting, Healthcare, Drama",120,30,Tender Piano & Strings,Ad Attack!,David Grow,1222,2032;2036,06/04/2025
ADTK_ADTK_0262_03201,Summer Luv (Full Length) Full Mix,"Cheerful vocal synths and a fun supporting piano for an ecstatic saxophone led drop. : Summer, Tropical, House, Club, Pop, House, Vacation, Poolside, Travel, Tourism, Party, Advertising, Island, Romance, Dating, Love, Reality TV, Nightlife, Youth, Latino, EDM, Alcohol",125,121,Summer Pop House,Ad Attack!,Matthew Cosgrove,3377,1930;2007,06/04/2025
ADTK_ADTK_0266_04501,Streets of Brazil (Full Length) Sparse Mix,"Fun hand percussion and claps under a long pitched percussion melody break into an upbeat groove with layers of strumming acoustic guitars driving a lyrical nylon string lead line. : Advertising, Mexico, Cuba, Latino, Laid Back, Vacation, Resort, Travel, Tourism, Summer, Miami, Brass, Percussion, Flamenco Guitar, Exotic, Reality TV, Food, Cooking, Restaurant, Love, Documentary, Locals, Spanish, Rom-Com, Party",120,117,Flamenco Exotica,Ad Attack!,Matthew Fisher,1277,2085,06/04/2025
ADTK_ADTK_0277_04701,No Stoppin' Me (Full Length) No Vocals or Synths,"Swagger drums and cool bass establish a grungy indie rock tone before a nonchalant vocal hook drives into an energetic bridge with electronic elements. : Fun, Pop Rock, Vocals, Advertising, Indie, Rock, Fashion, Reality TV, Party, High School, College, Indie, Pop, Empowerment, Modern, Dance, Automotive, Kids, Youth, Hipster, Food, Cooking, Alcohol, Electronic, Luxury, Lifestyle, Money",133,128,Fun Pop Rock Vocal Hooks,Ad Attack!,James Vincent,3387,2052;3408;3410,06/04/2025
ADTK_ADTK_0353_03401,Dream Come True (30) No Lead Vocals,"Grungy synth-bass, pop vocals, and provoking drum machine beats create a sexy and cool track with a passionate mood. : Electronic, Female Vocals, Advertising, Reality TV, Modern, Lust, Dating, Love, Romance, Hypnotic, Minimal, Pop, Sultry, Seductive, Smokey, Industrial, Club, EDM, Fashion, Hip Hop, Grunge, Dark, Alcohol, Electro Pop",140,30,Hypnotic: Minimal Vocal Pop,Ad Attack!,Jared Taylor,1286,2095;2098,06/04/2025
ADTK_ADTK_0363_02201,Game Winner (30) No Lead Guitars,"Ripping guitars and punchy percussion push ahead to create an invigorating mood in this rock track. : Sports, Rock, Advertising, Automotive, Swagger, Highlights, Driving, Documentary, Reality TV, Racing, Extreme Sports, Hockey, Baseball, Football, Horse, Soccer, Darts, Tennis, Billiards, Curling, Bowling, Golf, Olympics, Fighting, Competition, Endurance, Morning Show, College, Game Show, Outdoors, Macho, Tough, Classic Rock, Modern",140,30,Sports Series: Gods of Rock,Ad Attack!,Kevin Hodgkins,1322,2007;2131;2136;2141,06/04/2025
ALC_ALC_0005_03101,Emperor Waltz Op. 437,"Majestic orchestral, elegant waltz.",139,32,Classical Jingles,Aulicus Classics,Unknown,1110,,05/11/2022
ALC_ALC_0026_01801,"Piano Sonata in Es Major, Op. 7: II. Largo con gran espressione","Passionate, piano sonata.",77,459,Beethoven: Piano Sonatas Vol. 1 Op. 49 - Op. 2 - Op. 7,Aulicus Classics,Costantino Mastroprimiano,1110,,03/30/2022
ALC_ALC_0030_00501,Melius Est (Antifona),Gregorian chant.,56,75,Cantica Nova: Neo Gregorian Chants Of The 21st Century,Aulicus Classics,Lanfranco Menga,1296,,05/11/2022
ALC_ALC_0050_00501,Inner Voices,Dramatic piano melodies creates a suspenseful atmosphere.,87,150,"The Wind Shifted To The North: Concerto For Strings, Piano & Synth",Aulicus Classics,Alessio Miraglia,1110,2031,05/11/2022
ALC_ALC_0058_00201,Concerto Op. XIV No. 2 in G: II. Largo assai,Chamber concerto with a slow and sad course. Serious and melancholic.,106,265,Il Violoncello Galante,Aulicus Classics,Laura Alvini,1110,,02/16/2022
ALC_ALC_0077_01901,Danza Delle Mani,"Intense, evocative theme. Tribal dances for prepared piano.",112,112,Ode To Earth: Scenes Of Tribal Dances For Prepared Piano,Aulicus Classics,Christian Grifa,1112,3906,10/26/2022
ALC_ALC_0077_02301,Danza Dei Meandri,"Intense, evocative theme. Tribal dances for prepared piano.",95,95,Ode To Earth: Scenes Of Tribal Dances For Prepared Piano,Aulicus Classics,Christian Grifa,1112,3906,10/26/2022
ALC_ALC_0091_00601,"6 Flute Quartets. Op. 23, No. 1: II. Minuetto -Trio","Divertimento Op. 23 for flute, cello, viola and violin. Light entertainment for festive occasions at the noble courts and salons of the new bourgeoisie.",132,168,"Paisiello: 6 Flute Quartets, Op. 23",Aulicus Classics,Siro Cavalet,1110,,04/05/2023
ALC_ALC_0102_00901,Memoria Di Caino,Tensionatmosphere. Starts out with a hauntingpianomelody.,128,38,Cain And Abel: War Dances For Prepared Piano,Aulicus Classics,Christian Grifa,1110,,09/06/2023
ALC_ALC_0109_00501,Variatio 4. a 1 Clav.,Variatio 4. a 1 Clav. from Goldberg Variations. Cheerful and lively musical composition for keyboard.,85,70,"Bach: Goldberg Variations, BWV 988",Aulicus Classics,Johann Bach,1110,,04/03/2024
ALC_ALC_0130_00701,Eri già tutta mia,Renaissance vocal piece with soprano and tiorba.,132,215,Claudio Monteverdi,Aulicus Classics,Ensemble Concerto,1110,,03/05/2025
ANEW_ANEW_0004_04801,Peaceful Mind (Solo Piano Version),Solo Piano Version of ANEW 004 007.,72,202,Drifting Spaces,A New Story,Søren Stensby,1222,2032,12/06/2023
ANEW_ANEW_0006_02401,Finding A Way (Underscore Version),Underscore Version of ANEW 006 005.,76,197,Serenity Echoes,A New Story,Hesselager,1222,2032,04/03/2024
ANH_ANH_0001_14101,Obey The System Transitions,A series of rises and synth fx transitions.,110,23,NUCLEAR FIRE,Annihilation powered by Pitch Hammer,Paul Emerson,1224,2173,06/22/2016
ANH_ANH_0002_00301,Command And Control,An evil electronic showdown with catchy synth riffs. Key: C minor,166,86,KILL SHOT,Annihilation powered by Pitch Hammer,Aardvark,1224,2173,06/22/2016
ANH_ANH_0002_12901,Epic Awesome Sauce Swoosh Hit,A short whoosh hit.,153,7,KILL SHOT,Annihilation powered by Pitch Hammer,Aardvark,1224,2172;2173,06/22/2016
ANH_ANH_0004_00501,Exposed Lies,A determined pulse with driving percussion and abrasive alarms. Key: D minor,120,74,CHEMICAL BURN,Annihilation powered by Pitch Hammer,Aardvark,1224,2173,06/22/2016
ANH_ANH_0004_11901,Millions Afflicted Rises Pulses Swells,"Tense rises, low pulses, and swells.",130,82,CHEMICAL BURN,Annihilation powered by Pitch Hammer,Aardvark,1224,2173,06/22/2016
ANH_ANH_0005_14001,Rabid Dog 1min,An exhilarating percussive ride full of shocking stutters and massive blasts.,160,60,DEVASTATOR,Annihilation powered by Pitch Hammer,Ryan Andrews,1224,2173,06/22/2016
ANH_ANH_0006_09101,Deadly Escape Tag 2,A final buzzy synth stab.,152,7,RUN LIKE HELL,Annihilation powered by Pitch Hammer,Aardvark,1224,,03/15/2017
ANH_ANH_0006_13401,Wild Intruder Alarm Hit,A big heavy hit.,100,7,RUN LIKE HELL,Annihilation powered by Pitch Hammer,Aardvark,1224,2172,03/15/2017
ANH_ANH_0007_01801,Absence of Peace Perc And Fx,Ominous percussion builds into a thrilling climax.,124,94,DEEP IMPACTS,Annihilation powered by Pitch Hammer,Aardvark,1224,2173,06/07/2017
ANH_ANH_0007_11201,Furious Concussion Outro,Gritty industrial blasts and pummeling percussion race to a thrilling finale.,78,42,DEEP IMPACTS,Annihilation powered by Pitch Hammer,Aardvark,1224,2173,06/07/2017
ANH_ANH_0008_12001,Dark Dreams Gong Hit,A deep gong hit.,98,18,VERGE OF DISASTER,Annihilation powered by Pitch Hammer,Ryan Andrews,1224,2172;2173,08/30/2017
ANH_ANH_0009_05801,Dread Junkie 30sec,A dreadful pulse that speeds up into a crazed chase.,75,30,ERUPTION,Annihilation powered by Pitch Hammer,Paul Emerson,1224,2173,10/11/2017
ANH_ANH_0011_09201,Death Bell Children Voices,"Children's choir holding a high sustained note, with eerie textures.",51,14,BLOODLUST,Annihilation powered by Pitch Hammer,Aardvark,1224,2170;2173,07/11/2018
ANH_ANH_0012_06701,Cyber Grunge Electro Mix,"Fast aggressive synths, powerful hits, and inspiring synths come together in a confident theme with lots of rhythmic variation.",152,119,BEAST MODE,Annihilation powered by Pitch Hammer,Ryan Andrews,1224,2036;2173,09/26/2018
ANH_ANH_0013_13701,Perfect Storm Low Boom,Deep booms.,115,20,COLLISION COURSE,Annihilation powered by Pitch Hammer,Aardvark,1224,2173,11/07/2018
ANH_ANH_0014_10401,Mind The Gap Perc Only,Exhilarating percussion creates an action-packed chase with a groovy beat.,140,106,TIME BOMB,Annihilation powered by Pitch Hammer,Ryan Andrews,1224,2173,01/09/2019
ANH_ANH_0017_15601,Suicide Sledge Hits and Swells No Scrapes,Eerie whooshing hits build to a massive cadence. Key: Ab,82,71,Vortex,Annihilation powered by Pitch Hammer,Ryan Andrews,1224,2173,05/22/2019
ANH_ANH_0018_02401,Adventure At Risk No Alarm,Heavy slamming hits build over driving percussion to a heart-pounding finale. Meter: 4/4 with triplet feel,152,80,Strike Force,Annihilation powered by Pitch Hammer,Aardvark,1224,2173,07/10/2019
ANH_ANH_0018_07101,Cat Flea Catastrophe Chopped Rise,A choppy rise to hit.,110,7,Strike Force,Annihilation powered by Pitch Hammer,Ryan Andrews,1224,2173,07/10/2019
ANH_ANH_0018_13201,Engines Unshackled Hit,A deep hit. Key: D,130,5,Strike Force,Annihilation powered by Pitch Hammer,Viktor Gudmundsson,1224,2173,07/10/2019
ANH_ANH_0019_08201,Coded Curse Tonal Hits,Low tonal hits. Key: G,80,12,Doomsday,Annihilation powered by Pitch Hammer,Aardvark,1224,2173,10/02/2019
ANH_ANH_0019_14401,Fright Sight Tonal Blast,A deep tonal blast. Key: Ab minor,108,9,Doomsday,Annihilation powered by Pitch Hammer,Ryan Andrews,1224,2173,10/02/2019
ANH_ANH_0019_21401,Nightmare Maker Outro No String Clusters,A dark percussive pulse with high pings that builds to a fearful finale. Key: B,115,41,Doomsday,Annihilation powered by Pitch Hammer,Aardvark,1224,2173,10/02/2019
ANH_ANH_0020_10001,Neon Assault No Lead,Feel the rush! Hyper-aggressive gritty synths go for a ride with heart-pounding pummeling percussion. Key: D,130,87,Pulsar,Annihilation powered by Pitch Hammer,Viktor Gudmundsson,1224,2173,11/20/2019
ANH_ANH_0022_04401,Ad Infinitum No Melody,Mysterious piano notes play over melancholy strings and ominous horns. Backend launches a majestic orchestral rising theme with choir. Key: C,110,160,Cinematic Impact,Annihilation powered by Pitch Hammer,Paul Emerson,1224,1919,05/27/2020
ANH_ANH_0022_08101,Forever Victorious 30Sec,"Inspiring strings introduce a majestic sweeping orchestral build with a soaring soprano vocal, rousing choir and a motivational melody. Key: Eb",87,31,Cinematic Impact,Annihilation powered by Pitch Hammer,Ryan Andrews,1224,1919;2173,05/27/2020
ANH_ANH_0023_10401,Ghosting The Machine Tonal Stab,A low aggressive tonal stab. Key: G,134,7,Agitation,Annihilation powered by Pitch Hammer,Ryan Andrews,1224,2173,07/08/2020
ANH_ANH_0023_24501,Watching Patrol Ominous Tone,A high ominous ping. Key: B,102,10,Agitation,Annihilation powered by Pitch Hammer,Paul Emerson,1224,2173,07/08/2020
ANH_ANH_0025_08501,Empire Exposed End Hit,A sinister low bender with a hit. Key: D,140,7,Tempest,Annihilation powered by Pitch Hammer,Ryan Andrews,1224,2173,11/11/2020
ANH_ANH_0025_10301,Fate Of Doom Rise,A long airy rise.,110,11,Tempest,Annihilation powered by Pitch Hammer,Aardvark,1224,2173,11/11/2020
ANH_ANH_0026_10401,Planet Wars 1min,Pounding percussion and swelling hybrid textures build into a gigantic groove from another planet. Key: B minor,125,62,Legendary,Annihilation powered by Pitch Hammer,Mark Denis,1224,2036;2172;2173,02/24/2021
ANH_ANH_0028_02201,Beast Rod Rampup Stinger,An aggressive rampup rise. Key: C# minor,125,8,Trailer Fuel Catastrophe,Annihilation powered by Pitch Hammer,Mark Denis,1224,2173,02/24/2021
ANH_ANH_0029_02501,Aerial Onslaught Tag,Screaming synths and glitchy percussion collide in this intense industrial action track. Key: E minor,153,26,Crossfire,Annihilation powered by Pitch Hammer,Tony Fiala,1224,2149;2173,02/24/2021
ANH_ANH_0029_10501,Prison Break Glitch Rise,A terrifying distorted growing pulse.,144,10,Crossfire,Annihilation powered by Pitch Hammer,Randy Gist,1224,2149;2173,02/24/2021
